customer_id,customer_type,risk_level,investment_horizon,account_open_date,portfolio_value,cash_balance
CUS000988,INDIVIDUAL,MEDIUM,SHORT,2021-10-27,315532000,14367583
CUS000989,INDIVIDUAL,HIGH,MEDIUM,2021-03-17,132809000,9833673
CUS000990,INDIVIDUAL,MEDIUM,SHORT,2022-11-08,60754000,26676562
CUS000991,INDIVIDUAL,LOW,LONG,2014-04-30,25953000,21045370
CUS000992,INDIVIDUAL,MEDIUM,MEDIUM,2021-03-04,67427000,40100490
CUS000993,INDIVIDUAL,HIGH,SHORT,2021-08-24,126379000,52171681
CUS000994,INDIVIDUAL,HIGH,MEDIUM,2021-06-11,80805000,5294081
CUS000995,INDIVIDUAL,MEDIUM,LONG,2020-12-17,47086000,13347324
CUS000996,INDIVIDUAL,MEDIUM,SHORT,2015-12-14,333034000,346797529
CUS000997,INDIVIDUAL,HIGH,SHORT,2014-02-28,183409000,38010159
CUS000998,INDIVIDUAL,HIGH,SHORT,2020-04-29,292150000,100759180
CUS000999,INDIVIDUAL,MEDIUM,LONG,2022-07-12,157333000,98732272
CUS001000,INDIVIDUAL,MEDIUM,MEDIUM,2018-10-10,540031000,40065343
CUS001001,INDIVIDUAL,HIGH,MEDIUM,2021-10-27,303747000,137452883
CUS001002,INSTITUTION,LOW,MEDIUM,2017-06-10,7030009000,1339484726
CUS001003,INDIVIDUAL,MEDIUM,MEDIUM,2021-09-28,41453000,16321599
CUS001004,INDIVIDUAL,MEDIUM,SHORT,2020-04-21,634961000,140876054
CUS001005,INDIVIDUAL,MEDIUM,LONG,2018-09-30,267562000,41002358
CUS001006,INDIVIDUAL,HIGH,SHORT,2021-08-26,79910000,174101951
CUS001007,INDIVIDUAL,MEDIUM,SHORT,2021-06-25,33178000,25028065
CUS001008,INDIVIDUAL,MEDIUM,MEDIUM,2020-10-02,15853000,1992714
CUS001009,INDIVIDUAL,HIGH,LONG,2018-03-28,250380000,66985897
CUS001010,INDIVIDUAL,MEDIUM,MEDIUM,2021-01-12,113237000,185203337
CUS001011,INDIVIDUAL,HIGH,SHORT,2022-01-06,51928000,35883788
CUS001012,INDIVIDUAL,HIGH,SHORT,2022-05-09,44900000,125971105
CUS001013,INDIVIDUAL,MEDIUM,SHORT,2021-06-11,169923000,17266465
CUS001014,INDIVIDUAL,MEDIUM,SHORT,2014-08-22,170052000,187838948
CUS001015,INDIVIDUAL,LOW,LONG,2022-04-15,79234000,109747554
CUS001016,INSTITUTION,MEDIUM,SHORT,2020-02-11,3375246000,3330450996
CUS001017,INDIVIDUAL,MEDIUM,MEDIUM,2021-02-09,182490000,393513629
CUS001018,INDIVIDUAL,HIGH,MEDIUM,2021-11-17,10572000,119366673
CUS001019,INDIVIDUAL,MEDIUM,LONG,2014-02-05,20351000,213293957
CUS001020,INSTITUTION,LOW,SHORT,2020-02-27,6174009000,9903493341
CUS001021,INDIVIDUAL,MEDIUM,MEDIUM,2021-11-26,90617000,71041851
CUS001022,INDIVIDUAL,HIGH,MEDIUM,2017-02-19,1805132000,161308726
CUS001023,INDIVIDUAL,MEDIUM,MEDIUM,2019-10-15,118554000,77479806
CUS001024,INDIVIDUAL,MEDIUM,LONG,2019-07-01,788307000,926689756
CUS001025,INDIVIDUAL,MEDIUM,MEDIUM,2017-03-21,1148525000,2712448176
CUS001026,INDIVIDUAL,HIGH,SHORT,2015-12-08,1118942000,500159957
CUS001027,INSTITUTION,MEDIUM,LONG,2019-08-13,9667831000,25849934835
CUS001028,INSTITUTION,LOW,SHORT,2019-11-01,12335662000,58595872477
CUS001029,INDIVIDUAL,LOW,LONG,2021-02-05,2525409000,6050975659
CUS001030,INDIVIDUAL,LOW,SHORT,2020-07-28,491692000,566360357
CUS001031,INDIVIDUAL,MEDIUM,MEDIUM,2020-01-15,49538000,25573683
CUS001032,INDIVIDUAL,HIGH,SHORT,2019-06-04,384114000,84876229
CUS001033,INDIVIDUAL,HIGH,MEDIUM,2020-10-27,101993000,102920828
CUS001034,INSTITUTION,LOW,LONG,2021-07-12,1768300000,10310444938
CUS001035,INDIVIDUAL,MEDIUM,MEDIUM,2016-12-27,417861000,404950278
CUS001036,INDIVIDUAL,LOW,LONG,2020-07-06,40173000,42643642
CUS001037,INDIVIDUAL,HIGH,SHORT,2021-12-13,230360000,194150972
CUS001038,INDIVIDUAL,MEDIUM,MEDIUM,2021-08-03,94929000,114905951
CUS001039,INDIVIDUAL,HIGH,MEDIUM,2016-03-25,610653000,392396529
CUS001040,INDIVIDUAL,MEDIUM,MEDIUM,2022-06-07,117195000,79235061
CUS001041,INDIVIDUAL,MEDIUM,MEDIUM,2022-10-21,361403000,359826359
CUS001042,INDIVIDUAL,LOW,LONG,2022-11-03,40580000,500631662
CUS001043,INDIVIDUAL,MEDIUM,MEDIUM,2015-11-14,254174000,293779216
CUS001044,INDIVIDUAL,LOW,MEDIUM,2014-05-21,22283000,12584127
CUS001045,INDIVIDUAL,LOW,MEDIUM,2022-11-15,39979000,78077190
CUS001046,INDIVIDUAL,MEDIUM,SHORT,2021-06-08,42209000,10301564
CUS001047,INDIVIDUAL,MEDIUM,MEDIUM,2021-05-20,8964000,77989769
CUS001048,INDIVIDUAL,HIGH,SHORT,2022-02-23,221725000,352414047
CUS001049,INDIVIDUAL,LOW,LONG,2016-01-27,131723000,257970809
CUS001050,INDIVIDUAL,MEDIUM,MEDIUM,2019-02-21,349837000,422789344
CUS001051,INDIVIDUAL,HIGH,MEDIUM,2021-04-26,16464000,15875283
CUS001052,INDIVIDUAL,LOW,LONG,2020-07-22,70247000,26848989
CUS001053,INDIVIDUAL,HIGH,SHORT,2018-03-24,92363000,100325949
CUS001054,INDIVIDUAL,MEDIUM,MEDIUM,2020-06-19,54085000,239980829
CUS001055,INDIVIDUAL,HIGH,SHORT,2020-02-24,17021000,22606770
CUS001056,INDIVIDUAL,MEDIUM,MEDIUM,2019-12-04,388371000,41678681
CUS001057,INDIVIDUAL,LOW,LONG,2022-03-23,129687000,790486847
CUS001058,INDIVIDUAL,MEDIUM,SHORT,2018-10-11,7860473000,51809255
CUS001059,INDIVIDUAL,MEDIUM,SHORT,2017-04-15,39948000,117880980
CUS001060,INSTITUTION,LOW,LONG,2021-05-31,1220850000,2317535213
CUS001061,INDIVIDUAL,MEDIUM,SHORT,2021-09-14,590176000,775884515
CUS001062,INDIVIDUAL,MEDIUM,SHORT,2022-02-10,158885000,44593267
CUS001063,INDIVIDUAL,HIGH,SHORT,2021-11-16,858284000,195498341
CUS001064,INDIVIDUAL,LOW,LONG,2019-07-15,83175000,55219850
CUS001065,INDIVIDUAL,LOW,MEDIUM,2015-02-08,3109686000,2154798279
CUS001066,INDIVIDUAL,HIGH,SHORT,2021-09-08,640061000,87400748
CUS001067,INDIVIDUAL,LOW,LONG,2022-06-02,123570000,30121776
CUS001068,INDIVIDUAL,MEDIUM,SHORT,2021-11-16,501306000,696365055
CUS001069,INDIVIDUAL,MEDIUM,LONG,2016-07-10,44001000,83087129
CUS001070,INDIVIDUAL,LOW,LONG,2017-04-25,100500000,579830314
CUS001071,INDIVIDUAL,LOW,MEDIUM,2014-08-28,20481000,14325949
CUS001072,INDIVIDUAL,HIGH,MEDIUM,2022-10-24,47709000,56191964
CUS001073,INDIVIDUAL,MEDIUM,MEDIUM,2019-01-03,81788000,389135100
CUS001074,INDIVIDUAL,LOW,MEDIUM,2021-10-14,546431000,26053708
CUS001075,INDIVIDUAL,HIGH,MEDIUM,2020-05-21,607201000,52944541
CUS001076,INDIVIDUAL,MEDIUM,MEDIUM,2022-11-09,86119000,94001849
CUS001077,INDIVIDUAL,MEDIUM,SHORT,2022-07-15,306854000,581195583
CUS001078,INDIVIDUAL,HIGH,MEDIUM,2019-09-19,253178000,280375365
CUS001079,INDIVIDUAL,MEDIUM,MEDIUM,2021-06-07,162285000,197421563
CUS001080,INDIVIDUAL,MEDIUM,SHORT,2022-06-30,108641000,78588803
CUS001081,INDIVIDUAL,MEDIUM,MEDIUM,2022-06-24,85025000,12921867
CUS001082,INDIVIDUAL,MEDIUM,SHORT,2020-08-26,76112000,129327217
CUS001083,INDIVIDUAL,MEDIUM,SHORT,2021-03-15,12159000,58043965
CUS001084,INDIVIDUAL,MEDIUM,MEDIUM,2020-07-21,379641000,196719735
CUS001085,INDIVIDUAL,MEDIUM,SHORT,2021-02-02,118838000,45175147
CUS001086,INDIVIDUAL,HIGH,SHORT,2015-06-09,39220000,11945455
CUS001087,INDIVIDUAL,HIGH,SHORT,2019-05-03,79843000,49490101
CUS001088,INDIVIDUAL,MEDIUM,LONG,2021-06-11,636000,22995517
CUS001089,INDIVIDUAL,MEDIUM,MEDIUM,2020-10-19,136516000,23438112
CUS001090,INDIVIDUAL,MEDIUM,MEDIUM,2021-07-28,69515000,10229166
CUS001091,INDIVIDUAL,HIGH,SHORT,2020-09-17,165942000,194052371
CUS001092,INDIVIDUAL,HIGH,LONG,2022-07-20,115881000,180681531
CUS001093,INDIVIDUAL,LOW,LONG,2016-04-06,227317000,93185900
CUS001094,INDIVIDUAL,LOW,LONG,2018-02-10,22566000,12996856
CUS001095,INSTITUTION,LOW,LONG,2018-12-07,28798236000,2610900572
CUS001096,INDIVIDUAL,HIGH,SHORT,2022-02-21,14226000,3281947
CUS001097,INDIVIDUAL,LOW,LONG,2021-05-05,12779000,15652090
CUS001098,INDIVIDUAL,MEDIUM,SHORT,2022-02-22,161693000,335047751
CUS001099,INDIVIDUAL,HIGH,LONG,2020-03-16,14635000,22839478
CUS001100,INDIVIDUAL,HIGH,SHORT,2021-12-17,48022000,347910209
CUS001101,INDIVIDUAL,MEDIUM,SHORT,2022-04-14,91808000,65646640
CUS001102,INDIVIDUAL,MEDIUM,MEDIUM,2019-12-26,17226000,15851014
CUS001103,INDIVIDUAL,HIGH,SHORT,2014-10-09,4133000,53723959
CUS001104,INDIVIDUAL,MEDIUM,LONG,2021-07-14,678426000,773075655
CUS001105,INDIVIDUAL,LOW,SHORT,2020-12-29,55269000,58521050
CUS001106,INDIVIDUAL,HIGH,SHORT,2022-08-10,243648000,105312097
CUS001107,INDIVIDUAL,HIGH,SHORT,2022-09-08,11393000,8516884
CUS001108,INDIVIDUAL,MEDIUM,SHORT,2019-05-16,267688000,496858642
CUS001109,INDIVIDUAL,MEDIUM,SHORT,2016-03-07,96980000,11320679
CUS001110,INDIVIDUAL,LOW,MEDIUM,2020-07-20,162315000,33320755
CUS001111,INDIVIDUAL,MEDIUM,MEDIUM,2021-05-20,66200000,32053820
CUS001112,INDIVIDUAL,MEDIUM,MEDIUM,2021-07-28,12144000,45120053
CUS001113,INDIVIDUAL,LOW,LONG,2022-02-09,61264000,36628647
CUS001114,INSTITUTION,LOW,MEDIUM,2017-03-23,2700625000,1027249288
CUS001115,INDIVIDUAL,LOW,LONG,2014-10-23,193165000,1026606684
CUS001116,INDIVIDUAL,HIGH,SHORT,2020-06-17,144774000,386115400
CUS001117,INDIVIDUAL,MEDIUM,MEDIUM,2015-09-04,25770000,7398224
CUS001118,INDIVIDUAL,MEDIUM,MEDIUM,2018-06-21,51768000,179250838
CUS001119,INDIVIDUAL,HIGH,MEDIUM,2014-08-28,48894000,37365905
CUS001120,INDIVIDUAL,LOW,MEDIUM,2015-07-28,442180000,772827747
CUS001121,INDIVIDUAL,MEDIUM,MEDIUM,2016-11-18,67513000,16876167
CUS001122,INDIVIDUAL,LOW,MEDIUM,2015-12-14,76907000,74943663
CUS001123,INDIVIDUAL,HIGH,SHORT,2018-09-06,43098000,39911710
CUS001124,INSTITUTION,LOW,LONG,2019-07-17,10210455000,1689291227
CUS001125,INSTITUTION,LOW,LONG,2017-11-28,6175734000,6346912018
CUS001126,INDIVIDUAL,HIGH,MEDIUM,2022-06-03,261702000,265479104
CUS001127,INDIVIDUAL,HIGH,SHORT,2019-11-15,156493000,62266133
CUS001128,INDIVIDUAL,HIGH,MEDIUM,2016-08-21,235516000,111208218
CUS001129,INDIVIDUAL,MEDIUM,LONG,2021-07-30,16260000,5280537
CUS001130,INSTITUTION,MEDIUM,MEDIUM,2021-07-06,767159000,1011324115
CUS001131,INDIVIDUAL,MEDIUM,MEDIUM,2022-02-23,125843000,12745275
CUS001132,INDIVIDUAL,MEDIUM,MEDIUM,2019-05-10,31423000,51216310
CUS001133,INDIVIDUAL,MEDIUM,SHORT,2021-10-19,6920000,27079272
CUS001134,INDIVIDUAL,LOW,MEDIUM,2019-12-27,65572000,53789973
CUS001135,INDIVIDUAL,HIGH,MEDIUM,2022-04-12,251285000,6368908
CUS001136,INDIVIDUAL,MEDIUM,SHORT,2021-04-20,1563000,26766106
CUS001137,INDIVIDUAL,LOW,LONG,2020-09-18,301351000,168804335
CUS001138,INDIVIDUAL,HIGH,SHORT,2019-11-11,454263000,475209957
CUS001139,INDIVIDUAL,LOW,LONG,2021-07-22,182707000,950032719
CUS001140,INDIVIDUAL,LOW,MEDIUM,2021-11-08,105579000,16590051
CUS001141,INDIVIDUAL,MEDIUM,LONG,2022-06-27,157171000,203123794
CUS001142,INDIVIDUAL,HIGH,SHORT,2020-10-14,170039000,72705150
CUS001143,INDIVIDUAL,MEDIUM,LONG,2022-01-10,133876000,37031621
CUS001144,INDIVIDUAL,HIGH,MEDIUM,2017-08-19,144439000,25558967
CUS001145,INSTITUTION,LOW,LONG,2022-03-29,2820563000,560291320
CUS001146,INDIVIDUAL,MEDIUM,LONG,2022-02-10,275720000,228075988
CUS001147,INDIVIDUAL,HIGH,SHORT,2014-01-18,303382000,40413486
CUS001148,INDIVIDUAL,MEDIUM,LONG,2021-07-29,9192000,11589639
CUS001149,INDIVIDUAL,MEDIUM,SHORT,2022-01-04,112463000,58012099
CUS001150,INDIVIDUAL,MEDIUM,LONG,2015-03-22,211947000,89536497
CUS001151,INDIVIDUAL,MEDIUM,MEDIUM,2020-09-25,525880000,181081291
CUS001152,INDIVIDUAL,MEDIUM,MEDIUM,2019-04-24,39034000,174788931
CUS001153,INDIVIDUAL,MEDIUM,MEDIUM,2021-12-02,90895000,30769479
CUS001154,INDIVIDUAL,MEDIUM,SHORT,2020-08-24,288925000,32801435
CUS001155,INDIVIDUAL,HIGH,LONG,2021-08-20,40027000,4693259
CUS001156,INDIVIDUAL,MEDIUM,SHORT,2020-08-26,276886000,22617598
CUS001157,INDIVIDUAL,LOW,LONG,2017-07-09,296927000,657608056
CUS001158,INSTITUTION,LOW,LONG,2015-05-25,10088377000,10391687449
CUS001159,INDIVIDUAL,MEDIUM,MEDIUM,2017-01-10,140282000,37767793
CUS001160,INDIVIDUAL,MEDIUM,MEDIUM,2022-07-14,4413000,18684995
CUS001161,INDIVIDUAL,MEDIUM,MEDIUM,2022-03-03,199830000,25305395
CUS001162,INDIVIDUAL,MEDIUM,MEDIUM,2015-05-02,255728000,194382680
CUS001163,INDIVIDUAL,HIGH,LONG,2021-12-09,191343000,17350017
CUS001164,INDIVIDUAL,MEDIUM,LONG,2021-12-23,42582000,50205628
CUS001165,INDIVIDUAL,MEDIUM,MEDIUM,2021-07-08,157414000,34346288
CUS001166,INSTITUTION,LOW,LONG,2020-09-25,47790377000,14255570661
CUS001167,INDIVIDUAL,LOW,LONG,2014-03-02,297892000,152428327
CUS001168,INDIVIDUAL,MEDIUM,LONG,2020-10-07,254488000,129486187
CUS001169,INDIVIDUAL,LOW,LONG,2014-04-16,139582000,37214707
CUS001170,INDIVIDUAL,LOW,SHORT,2018-08-01,59265000,44883666
CUS001171,INDIVIDUAL,MEDIUM,SHORT,2022-03-25,41079000,94836949
CUS001172,INDIVIDUAL,MEDIUM,MEDIUM,2019-09-18,117714000,162064785
CUS001173,INDIVIDUAL,MEDIUM,MEDIUM,2014-07-25,406618000,980358898
CUS001174,INDIVIDUAL,HIGH,SHORT,2022-08-02,3026000,16690326
CUS001175,INDIVIDUAL,HIGH,SHORT,2021-07-28,159235000,63639970
CUS001176,INDIVIDUAL,LOW,LONG,2021-08-27,63972000,4703963
CUS001177,INDIVIDUAL,HIGH,LONG,2022-05-05,85859000,34145455
CUS001178,INDIVIDUAL,MEDIUM,MEDIUM,2020-06-22,324969000,154455254
CUS001179,INSTITUTION,MEDIUM,SHORT,2021-06-28,2273739000,2227133333
CUS001180,INDIVIDUAL,MEDIUM,SHORT,2021-05-07,119896000,17253968
CUS001181,INDIVIDUAL,MEDIUM,SHORT,2021-04-23,15096000,35917209
CUS001182,INDIVIDUAL,MEDIUM,SHORT,2015-12-18,205276000,164366162
CUS001183,INDIVIDUAL,HIGH,MEDIUM,2019-01-22,43844000,13189844
CUS001184,INDIVIDUAL,LOW,SHORT,2021-05-07,5972000,78750271
CUS001185,INDIVIDUAL,HIGH,SHORT,2022-08-15,141292000,841667498
CUS001186,INDIVIDUAL,HIGH,SHORT,2020-06-02,277656000,43410169
CUS001187,INDIVIDUAL,MEDIUM,MEDIUM,2021-08-30,249013000,182519099
CUS001188,INDIVIDUAL,MEDIUM,SHORT,2016-04-17,98050000,53612983
CUS001189,INDIVIDUAL,HIGH,SHORT,2019-10-22,136154000,156411119
CUS001190,INDIVIDUAL,HIGH,SHORT,2017-06-03,398871000,153710922
CUS001191,INDIVIDUAL,LOW,LONG,2021-08-25,3800000,184222524
CUS001192,INDIVIDUAL,LOW,LONG,2020-07-31,208644000,26314857
CUS001193,INDIVIDUAL,MEDIUM,SHORT,2020-11-18,0,334498804
CUS001194,INDIVIDUAL,HIGH,SHORT,2022-10-28,684278000,142358265
CUS001195,INDIVIDUAL,MEDIUM,SHORT,2020-07-14,144093000,548690039
CUS001196,INDIVIDUAL,HIGH,SHORT,2015-07-08,36495000,78946332
CUS001197,INDIVIDUAL,LOW,MEDIUM,2022-07-06,6226000,22286910
CUS001198,INDIVIDUAL,MEDIUM,MEDIUM,2019-09-20,392997000,286951545
CUS001199,INDIVIDUAL,MEDIUM,LONG,2020-07-15,5421000,32237916
CUS001200,INDIVIDUAL,LOW,MEDIUM,2015-01-13,133026000,120359286
CUS001201,INDIVIDUAL,LOW,MEDIUM,2019-05-06,279543000,17722892
CUS001202,INDIVIDUAL,HIGH,MEDIUM,2019-05-02,307916000,84820953
CUS001203,INSTITUTION,HIGH,SHORT,2019-06-13,34043781000,3226435044
CUS001204,INDIVIDUAL,HIGH,SHORT,2015-06-28,62599000,31288550
CUS001205,INDIVIDUAL,LOW,MEDIUM,2021-08-25,34352000,49344105
CUS001206,INDIVIDUAL,LOW,LONG,2020-11-13,210079000,162043315
CUS001207,INDIVIDUAL,LOW,SHORT,2022-05-26,66041000,15950506
CUS001208,INDIVIDUAL,MEDIUM,SHORT,2016-05-27,1746026000,188852625
CUS001209,INDIVIDUAL,HIGH,SHORT,2019-11-19,469556000,172884969
CUS001210,INDIVIDUAL,LOW,LONG,2021-04-28,19983000,68714611
CUS001211,INDIVIDUAL,MEDIUM,LONG,2020-04-13,1588669000,1144465684
CUS001212,INDIVIDUAL,LOW,LONG,2021-07-08,52323000,130360683
CUS001213,INDIVIDUAL,MEDIUM,LONG,2021-04-13,3950000,110716206
CUS001214,INDIVIDUAL,LOW,MEDIUM,2021-03-03,1328217000,710948124
CUS001215,INDIVIDUAL,LOW,LONG,2021-11-26,180816000,73647015
CUS001216,INDIVIDUAL,MEDIUM,MEDIUM,2022-09-05,314287000,179839168
CUS001217,INDIVIDUAL,MEDIUM,MEDIUM,2020-10-13,155925000,69575762
CUS001218,INDIVIDUAL,MEDIUM,SHORT,2019-10-03,38709000,45767254
CUS001219,INDIVIDUAL,MEDIUM,MEDIUM,2020-12-22,270860000,144014179
CUS001220,INDIVIDUAL,LOW,LONG,2021-03-26,182112000,112152200
CUS001221,INDIVIDUAL,MEDIUM,SHORT,2022-01-12,629398000,18384386
CUS001222,INDIVIDUAL,MEDIUM,SHORT,2014-07-21,249396000,282132916
CUS001223,INDIVIDUAL,MEDIUM,MEDIUM,2020-07-29,69055000,30485081
CUS001224,INDIVIDUAL,HIGH,SHORT,2019-10-09,37535000,74907683
CUS001225,INDIVIDUAL,MEDIUM,MEDIUM,2022-02-17,28122000,9276506
CUS001226,INDIVIDUAL,HIGH,SHORT,2022-03-16,126823000,48154451
CUS001227,INDIVIDUAL,LOW,LONG,2015-04-28,160215000,273034423
CUS001228,INDIVIDUAL,HIGH,MEDIUM,2020-11-24,91967000,23705227
CUS001229,INDIVIDUAL,HIGH,SHORT,2021-11-22,62704000,44069789
CUS001230,INDIVIDUAL,HIGH,SHORT,2020-07-07,15612000,18932145
CUS001231,INDIVIDUAL,MEDIUM,LONG,2014-10-24,287222000,91763551
CUS001232,INDIVIDUAL,LOW,LONG,2020-08-17,140817000,107226101
CUS001233,INDIVIDUAL,MEDIUM,SHORT,2021-05-07,70478000,185393139
CUS001234,INDIVIDUAL,LOW,MEDIUM,2022-07-14,402707000,578118329
CUS001235,INDIVIDUAL,HIGH,LONG,2020-12-01,45260000,53187414
CUS001236,INDIVIDUAL,MEDIUM,MEDIUM,2016-04-18,213351000,532927393
CUS001237,INDIVIDUAL,MEDIUM,LONG,2022-03-17,262931000,117799128
CUS001238,INDIVIDUAL,LOW,LONG,2019-09-11,2908396000,364115742
CUS001239,INDIVIDUAL,HIGH,MEDIUM,2021-11-03,29579000,44645176
CUS001240,INDIVIDUAL,MEDIUM,MEDIUM,2020-06-24,445230000,78126014
CUS001241,INDIVIDUAL,LOW,LONG,2021-12-28,74852000,15055941
CUS001242,INDIVIDUAL,MEDIUM,MEDIUM,2019-05-14,170097000,107642404
CUS001243,INDIVIDUAL,LOW,LONG,2014-12-15,1715818000,4551656943
CUS001244,INDIVIDUAL,HIGH,SHORT,2020-12-02,194744000,251982865
CUS001245,INDIVIDUAL,LOW,MEDIUM,2021-10-28,259849000,290084427
CUS001246,INDIVIDUAL,HIGH,SHORT,2017-01-25,32259000,12800322
CUS001247,INDIVIDUAL,LOW,MEDIUM,2019-09-12,457363000,1456669565
CUS001248,INDIVIDUAL,HIGH,LONG,2021-07-02,50958000,28733003
CUS001249,INDIVIDUAL,HIGH,SHORT,2021-01-27,139019000,65455120
CUS001250,INDIVIDUAL,LOW,LONG,2020-07-14,284331000,143112776
CUS001251,INDIVIDUAL,MEDIUM,MEDIUM,2021-05-10,289155000,56382570
CUS001252,INDIVIDUAL,HIGH,SHORT,2020-08-11,54725000,100265445
CUS001253,INDIVIDUAL,MEDIUM,MEDIUM,2020-09-22,52729000,89989370
CUS001254,INDIVIDUAL,MEDIUM,SHORT,2018-04-24,81823000,21627307
CUS001255,INDIVIDUAL,MEDIUM,LONG,2014-11-23,19619000,29308756
CUS001256,INDIVIDUAL,MEDIUM,SHORT,2021-03-09,28560000,60693718
CUS001257,INDIVIDUAL,HIGH,MEDIUM,2018-05-08,1045781000,202841036
CUS001258,INDIVIDUAL,MEDIUM,LONG,2021-06-08,132416000,587752844
CUS001259,INDIVIDUAL,HIGH,SHORT,2016-03-29,1019331000,332391837
CUS001260,INDIVIDUAL,MEDIUM,LONG,2022-06-13,1330000,45902137
CUS001261,INDIVIDUAL,HIGH,MEDIUM,2020-08-07,80586000,130895959
CUS001262,INDIVIDUAL,HIGH,SHORT,2022-11-11,86052000,15491387
CUS001263,INDIVIDUAL,MEDIUM,MEDIUM,2018-02-02,11922000,6486020
CUS001264,INDIVIDUAL,MEDIUM,MEDIUM,2022-11-09,289496000,64299409
CUS001265,INDIVIDUAL,LOW,LONG,2020-01-06,43100000,133839233
CUS001266,INDIVIDUAL,MEDIUM,LONG,2020-06-12,392644000,270761410
CUS001267,INSTITUTION,LOW,LONG,2022-01-07,6130156000,2977932236
CUS001268,INDIVIDUAL,MEDIUM,LONG,2020-07-29,187095000,236236077
CUS001269,INSTITUTION,MEDIUM,SHORT,2016-10-14,4406517000,393871474
CUS001270,INDIVIDUAL,HIGH,SHORT,2021-08-06,204470000,142508649
CUS001271,INDIVIDUAL,HIGH,SHORT,2020-12-10,1100682000,117513475
CUS001272,INDIVIDUAL,HIGH,MEDIUM,2019-12-10,12676000,5144051
CUS001273,INDIVIDUAL,MEDIUM,MEDIUM,2019-03-18,14166000,267570857
CUS001274,INDIVIDUAL,MEDIUM,MEDIUM,2020-09-30,1119418000,626175805
CUS001275,INDIVIDUAL,LOW,LONG,2019-05-24,528824000,387667409
CUS001276,INDIVIDUAL,MEDIUM,MEDIUM,2016-09-08,878962000,46520526
CUS001277,INDIVIDUAL,MEDIUM,LONG,2020-06-11,83155000,64169449
CUS001278,INDIVIDUAL,HIGH,SHORT,2021-07-30,19752000,7265884
CUS001279,INDIVIDUAL,LOW,LONG,2016-04-21,170492000,210470905
CUS001280,INDIVIDUAL,MEDIUM,LONG,2019-07-04,135666000,57775153
CUS001281,INDIVIDUAL,HIGH,SHORT,2018-06-26,268100000,173743407
CUS001282,INDIVIDUAL,MEDIUM,SHORT,2018-06-11,199476000,74889628
CUS001283,INDIVIDUAL,LOW,MEDIUM,2017-12-10,249673000,161250857
CUS001284,INDIVIDUAL,MEDIUM,MEDIUM,2018-09-13,111100000,32865054
CUS001285,INDIVIDUAL,MEDIUM,SHORT,2019-02-21,6873000,25565342
CUS001286,INDIVIDUAL,HIGH,MEDIUM,2022-03-10,110516000,95604547
CUS001287,INDIVIDUAL,HIGH,MEDIUM,2020-12-03,81799000,126031631
CUS001288,INDIVIDUAL,HIGH,MEDIUM,2020-03-11,1201270000,884676472
CUS001289,INDIVIDUAL,LOW,MEDIUM,2021-05-21,23352000,301289561
CUS001290,INDIVIDUAL,MEDIUM,MEDIUM,2019-04-18,38697000,68430986
CUS001291,INDIVIDUAL,HIGH,SHORT,2015-12-22,24468000,14529367
CUS001292,INDIVIDUAL,MEDIUM,MEDIUM,2019-08-29,94998000,138374171
CUS001293,INDIVIDUAL,MEDIUM,SHORT,2022-10-10,23592000,15607111
CUS001294,INDIVIDUAL,HIGH,MEDIUM,2022-08-17,13327000,7145915
CUS001295,INDIVIDUAL,HIGH,SHORT,2019-12-16,62347000,31753027
CUS001296,INDIVIDUAL,HIGH,SHORT,2022-09-19,85407000,72134479
CUS001297,INDIVIDUAL,HIGH,SHORT,2020-10-05,40076000,32251345
CUS001298,INDIVIDUAL,LOW,MEDIUM,2017-08-20,152280000,39399415
CUS001299,INDIVIDUAL,HIGH,MEDIUM,2018-08-07,6321000,54101090
CUS001300,INDIVIDUAL,MEDIUM,MEDIUM,2020-04-09,675498000,1139017509
CUS001301,INDIVIDUAL,MEDIUM,LONG,2020-11-11,374867000,303934473
CUS001302,INDIVIDUAL,HIGH,MEDIUM,2020-09-08,358983000,177853570
CUS001303,INSTITUTION,MEDIUM,MEDIUM,2020-09-09,24144831000,15967045691
CUS001304,INDIVIDUAL,MEDIUM,SHORT,2015-01-14,95114000,230218750
CUS001305,INDIVIDUAL,MEDIUM,SHORT,2019-07-26,154744000,172191547
CUS001306,INDIVIDUAL,HIGH,SHORT,2019-03-08,80716000,31123262
CUS001307,INDIVIDUAL,MEDIUM,SHORT,2015-08-05,1075623000,91859646
CUS001308,INSTITUTION,LOW,MEDIUM,2019-07-08,1809813000,60559110
CUS001309,INDIVIDUAL,MEDIUM,MEDIUM,2020-11-19,65664000,186724049
CUS001310,INSTITUTION,HIGH,MEDIUM,2022-05-17,19916224000,5398438869
CUS001311,INDIVIDUAL,MEDIUM,MEDIUM,2020-10-20,90493000,22586902
CUS001312,INDIVIDUAL,HIGH,SHORT,2014-02-17,9084000,17208819
CUS001313,INDIVIDUAL,MEDIUM,SHORT,2021-06-03,77816000,22451184
CUS001314,INDIVIDUAL,HIGH,SHORT,2021-05-24,617242000,4306921180
CUS001315,INDIVIDUAL,MEDIUM,SHORT,2021-07-08,372589000,287082141
CUS001316,INDIVIDUAL,HIGH,SHORT,2020-08-10,124868000,362483339
CUS001317,INDIVIDUAL,MEDIUM,LONG,2019-10-11,15485000,65955033
