stock_code,company_name,company_short_name,exchange,instrument_type,icb_level,icb_code,icb_name
NAF,CTCP Nafoods Group,,HOSE,STOCK,4,3537,Đồ uống & giải khát
NAG,CTCP Tập đoàn Nagakawa,,HNX,STOCK,4,2733,Hàng điện & điện tử
NAP,CTCP Cảng Nghệ Tĩnh,,HNX,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
NAS,CTCP Dịch vụ Hàng không Sân bay Việt Nam,,UPCOM,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
NAU,CTCP Môi trường và Công trình Đô thị Nghệ An,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
NAV,CTCP Nam Việt,,HOSE,STOCK,4,2353,Vật liệu xây dựng & Nội thất
NAW,CTCP Cấp nước Nghệ An,,UPCOM,STOCK,4,7577,Nước
NBB,CTCP Đầu tư Năm Bảy Bảy,,HOSE,STOCK,4,8633,Bất động sản
NBC,CTCP Than Núi Béo - Vinacomin,,HNX,STOCK,4,1771,Khai thác Than
NBE,CTCP Sách và Thiết bị Giáo dục Miền Bắc,,UPCOM,STOCK,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
NBP,CTCP Nhiệt điện Ninh Bình,,HNX,STOCK,4,7535,Sản xuất & Phân phối Điện
NBT,CTCP Cấp thoát nước Bến Tre,,UPCOM,STOCK,4,7577,Nước
NBW,CTCP Cấp nước Nhà Bè,,HNX,STOCK,4,7577,Nước
NCG,CTCP Đầu tư Anova Agri,,UPCOM,STOCK,4,3573,Nuôi trồng nông & hải sản
NCS,CTCP Suất ăn Hàng không Nội Bài,,UPCOM,STOCK,4,3577,Thực phẩm
NCT,CTCP Dịch vụ Hàng hóa Nội Bài,,HOSE,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
ND2,CTCP Đầu tư và Phát triển Điện Miền Bắc 2,,UPCOM,STOCK,4,7535,Sản xuất & Phân phối Điện
NDC,CTCP Nam Dược,,UPCOM,STOCK,4,4577,Dược phẩm
NDF,CTCP Chế biến Thực phẩm Nông sản xuất khẩu Nam Định,,UPCOM,STOCK,4,3577,Thực phẩm
NDN,CTCP Đầu tư Phát triển Nhà Đà Nẵng,,HNX,STOCK,4,8633,Bất động sản
NDP,CTCP Dược phẩm 2/9,,UPCOM,STOCK,4,4577,Dược phẩm
NDT,Tổng Công ty cổ phần Dệt May Nam Định,,UPCOM,STOCK,4,3763,Hàng May mặc
NDW,CTCP Cấp nước Nam Định,,UPCOM,STOCK,4,7577,Nước
NDX,CTCP Xây lắp Phát triển Nhà Đà Nẵng,,HNX,STOCK,4,2357,Xây dựng
NED,CTCP Đầu tư và Phát triển Điện Tây Bắc,,UPCOM,STOCK,4,2357,Xây dựng
NET,CTCP Bột giặt NET,,HNX,STOCK,4,3767,Hàng cá nhân
NFC,CTCP Phân lân Ninh Bình,,HNX,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
NGC,CTCP Chế biến Thủy sản xuất khẩu Ngô Quyền,,UPCOM,STOCK,4,3573,Nuôi trồng nông & hải sản
NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,,HOSE,STOCK,4,2357,Xây dựng
NHC,CTCP Gạch ngói Nhị Hiệp,,HNX,STOCK,4,2353,Vật liệu xây dựng & Nội thất
NHD,CTCP Dược phẩm Nam Hà,,UPCOM,STOCK,4,4577,Dược phẩm
NHH,CTCP Nhựa Hà Nội,,HOSE,STOCK,4,1353,"Nhựa, cao su & sợi"
NHT,CTCP Sản xuất và Thương mại Nam Hoa,,HOSE,STOCK,4,3747,Đồ chơi
NHV,CTCP Sức Khỏe Hồi Sinh Việt Nam,,UPCOM,STOCK,4,1755,Kim Loại màu
NJC,CTCP May Nam Định,,UPCOM,STOCK,4,3763,Hàng May mặc
NKG,CTCP Thép Nam Kim,,HOSE,STOCK,4,1757,Thép và sản phẩm thép
NLG,CTCP Đầu tư Nam Long,,HOSE,STOCK,4,8633,Bất động sản
NLS,CTCP Cấp thoát nước Lạng Sơn,,UPCOM,STOCK,4,7577,Nước
NNC,CTCP Đá Núi Nhỏ,,HOSE,STOCK,4,2353,Vật liệu xây dựng & Nội thất
NNT,CTCP Cấp nước Ninh Thuận,,UPCOM,STOCK,4,7577,Nước
NO1,CTCP Tập đoàn 911,,HOSE,STOCK,4,2757,Máy công nghiệp
NOS,CTCP Vận tải biển và Thương mại Phương Đông,,UPCOM,STOCK,4,2773,Vận tải Thủy
NQB,CTCP Cấp nước Quảng Bình,,UPCOM,STOCK,4,7577,Nước
NQN,CTCP Nước sạch Quảng Ninh,,UPCOM,STOCK,4,7577,Nước
NRC,CTCP Tập đoàn Bất động sản Quốc gia,,HNX,STOCK,4,8633,Bất động sản
NSC,CTCP Tập đoàn Giống cây trồng Việt Nam,,HOSE,STOCK,4,3573,Nuôi trồng nông & hải sản
NSG,CTCP Nhựa Sài Gòn,,UPCOM,STOCK,4,1353,"Nhựa, cao su & sợi"
NSH,CTCP Tập Đoàn Nhôm Sông Hồng Shalumi,,HNX,STOCK,4,1753,Nhôm
NSL,CTCP Cấp nước Sơn La,,UPCOM,STOCK,4,7577,Nước
NSS,CTCP Nông Súc Sản Đồng Nai,,UPCOM,STOCK,4,3573,Nuôi trồng nông & hải sản
NST,CTCP Ngân Sơn,,HNX,STOCK,4,3785,Thuốc lá
NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,,HOSE,STOCK,4,7535,Sản xuất & Phân phối Điện
NTC,CTCP Khu Công nghiệp Nam Tân Uyên,,HOSE,STOCK,4,8633,Bất động sản
NTF,CTCP Dược - Vật tư Y tế Nghệ An,,UPCOM,STOCK,4,4577,Dược phẩm
NTH,CTCP Thủy điện Nước Trong,,HNX,STOCK,4,7535,Sản xuất & Phân phối Điện
NTL,CTCP Phát triển Đô thị Từ Liêm,,HOSE,STOCK,4,8633,Bất động sản
NTP,CTCP Nhựa Thiếu niên Tiền Phong,,HNX,STOCK,4,2353,Vật liệu xây dựng & Nội thất
NTT,CTCP Dệt - May Nha Trang,,UPCOM,STOCK,4,3763,Hàng May mặc
NTW,CTCP Cấp nước Nhơn Trạch,,UPCOM,STOCK,4,7577,Nước
NUE,CTCP Môi trường Đô thị Nha Trang,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
NVB,Ngân hàng TMCP Quốc Dân,,HNX,STOCK,4,8355,Ngân hàng
NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va ,,HOSE,STOCK,4,8633,Bất động sản
NVP,CTCP Nước sạch Vĩnh Phúc,,UPCOM,STOCK,4,7577,Nước
NVT,CTCP Bất động sản Du lịch Ninh Vân Bay,,HOSE,STOCK,4,8633,Bất động sản
NWT,CTCP Vận tải Newway,,UPCOM,STOCK,4,5759,Vận tải hành khách & Du lịch
NXT,CTCP Sản xuất và Cung ứng Vật liệu Xây dựng Kon Tum,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
OCB,Ngân hàng TMCP Phương Đông,,HOSE,STOCK,4,8355,Ngân hàng
OCH,CTCP One Capital Hospitality,,HNX,STOCK,4,3577,Thực phẩm
ODE,CTCP Tập đoàn Truyền thông và Giải trí ODE,,UPCOM,STOCK,4,5553,Giải trí & Truyền thông
OGC,CTCP Tập đoàn Đại Dương,,HOSE,STOCK,4,8775,Tài chính đặc biệt
OIL,Tổng Công ty Dầu Việt Nam - CTCP,,UPCOM,STOCK,4,0533,Sản xuất và Khai thác dầu khí
ONE,CTCP Công nghệ One,,HNX,STOCK,4,9572,Phần cứng
ONW,CTCP Tập đoàn ONW,,UPCOM,STOCK,4,5755,Dịch vụ giải trí
OPC,CTCP Dược phẩm OPC,,HOSE,STOCK,4,4577,Dược phẩm
ORS,CTCP Chứng khoán Tiên Phong,,HOSE,STOCK,4,8777,Môi giới chứng khoán
PAC,CTCP Pin Ắc quy Miền Nam,,HOSE,STOCK,4,2733,Hàng điện & điện tử
PAI,CTCP Công nghệ thông tin Viễn thông và Tự động hóa Dầu Khí,,UPCOM,STOCK,4,6535,Viễn thông cố định
PAN,CTCP Tập đoàn PAN,,HOSE,STOCK,4,3577,Thực phẩm
PAP,CTCP Dầu khí Đầu tư Khai thác Cảng Phước An,,UPCOM,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
PAS,CTCP Quốc tế Phương Anh,,UPCOM,STOCK,4,1757,Thép và sản phẩm thép
PAT,CTCP Phốt Pho Apatit Việt Nam,,UPCOM,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
PBC,CTCP Dược phẩm Trung ương I - Pharbaco,,UPCOM,STOCK,4,4577,Dược phẩm
PBP,CTCP Bao bì Dầu khí Việt Nam,,HNX,STOCK,4,2723,Containers & Đóng gói
PBT,CTCP Bao bì và Thương mại dầu khí Bình Sơn,,UPCOM,STOCK,4,2723,Containers & Đóng gói
PC1,CTCP Tập Đoàn PC1,,HOSE,STOCK,4,2357,Xây dựng
PCB,Ngân hàng TMCP Đại chúng Việt Nam,,UPCOM,STOCK,4,8355,Ngân hàng
PCC,CTCP Tập đoàn Xây lắp 1 - Petrolimex,,UPCOM,STOCK,4,2357,Xây dựng
PCE,CTCP Phân bón và Hóa chất Dầu khí Miền Trung,,HNX,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
PCF,CTCP Cà phê PETEC,,UPCOM,STOCK,4,3537,Đồ uống & giải khát
PCG,CTCP Đầu tư Phát triển Gas Đô thị,,UPCOM,STOCK,4,7573,Phân phối xăng dầu & khí đốt
PCH,CTCP Picomat Holding,,HNX,STOCK,4,1353,"Nhựa, cao su & sợi"
PCM,CTCP Vật liệu Xây dựng Bưu điện,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
PCT,CTCP Vận tải biển Global Pacific,,HNX,STOCK,4,2779,Dịch vụ vận tải
PDB,CTCP Tập đoàn Đầu tư Din Capital,,HNX,STOCK,4,2353,Vật liệu xây dựng & Nội thất
PDC,CTCP Du lịch Dầu khí Phương Đông,,UPCOM,STOCK,4,5759,Vận tải hành khách & Du lịch
PDN,CTCP Cảng Đồng Nai,,HOSE,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
PDR,CTCP Phát triển Bất động sản Phát Đạt,,HOSE,STOCK,4,8633,Bất động sản
PDV,CTCP Vận Tải Và Tiếp Vận Phương Đông Việt,,HOSE,STOCK,4,2773,Vận tải Thủy
PEG,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - CTCP,,UPCOM,STOCK,4,7573,Phân phối xăng dầu & khí đốt
PEN,CTCP Xây lắp III Petrolimex,,HNX,STOCK,4,2357,Xây dựng
PEQ,CTCP Thiết bị Xăng dầu Petrolimex,,UPCOM,STOCK,4,0573,Thiết bị và Dịch vụ Dầu khí
PET,Tổng Công ty cổ phần Dịch vụ Tổng hợp Dầu khí,,HOSE,STOCK,4,5379,Phân phối hàng chuyên dụng
PFL,CTCP Dầu khí Đông Đô,,UPCOM,STOCK,4,2357,Xây dựng
PGB,Ngân hàng TMCP Thịnh vượng và Phát triển,,UPCOM,STOCK,4,8355,Ngân hàng
PGC,Tổng Công ty Gas Petrolimex - CTCP,,HOSE,STOCK,4,7573,Phân phối xăng dầu & khí đốt
PGD,CTCP Phân phối khí thấp áp Dầu khí Việt Nam,,HOSE,STOCK,4,7573,Phân phối xăng dầu & khí đốt
PGI,Tổng Công ty cổ phần Bảo hiểm Petrolimex,,HOSE,STOCK,4,8536,Bảo hiểm phi nhân thọ
PGN,CTCP Phụ Gia Nhựa,,HNX,STOCK,4,1353,"Nhựa, cao su & sợi"
PGS,CTCP Kinh doanh Khí Miền Nam,,HNX,STOCK,4,7573,Phân phối xăng dầu & khí đốt
PGT,CTCP PGT Holdings,,HNX,STOCK,4,5759,Vận tải hành khách & Du lịch
PGV,Tổng Công ty Phát điện 3 - CTCP,,HOSE,STOCK,4,7535,Sản xuất & Phân phối Điện
PHC,CTCP Xây dựng Phục Hưng Holdings,,HOSE,STOCK,4,2357,Xây dựng
PHH,CTCP Hồng Hà Việt Nam,,UPCOM,STOCK,4,2357,Xây dựng
PHN,CTCP Pin Hà Nội,,HNX,STOCK,4,2733,Hàng điện & điện tử
PHP,CTCP Cảng Hải Phòng,,UPCOM,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
PHR,CTCP Cao su Phước Hòa,,HOSE,STOCK,4,1353,"Nhựa, cao su & sợi"
PHS,CTCP Chứng khoán Phú Hưng,,UPCOM,STOCK,4,8777,Môi giới chứng khoán
PIA,CTCP Tin học Viễn thông Petrolimex,,HNX,STOCK,4,6535,Viễn thông cố định
PIC,CTCP Đầu tư Điện lực 3,,HNX,STOCK,4,7535,Sản xuất & Phân phối Điện
PID,CTCP Trang Trí Nội Thất Dầu khí,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
PIS,Tổng Công ty Pisico Bình Định - CTCP,,UPCOM,STOCK,4,1733,Lâm sản và Chế biến gỗ
PIT,CTCP Xuất nhập khẩu Petrolimex,,HOSE,STOCK,4,5373,Bán lẻ phức hợp
PIV,CTCP PIV,,UPCOM,STOCK,4,8637,"Tư Vấn, Định giá, Môi giới Bất động sản"
PJC,CTCP Thương mại và Vận tải Petrolimex Hà Nội,,HNX,STOCK,4,7573,Phân phối xăng dầu & khí đốt
PJS,CTCP Cấp nước Phú Hòa Tân,,UPCOM,STOCK,4,7577,Nước
PJT,CTCP Vận tải Xăng dầu Đường Thủy Petrolimex,,HOSE,STOCK,4,2773,Vận tải Thủy
PLA,CTCP Đầu tư và Dịch vụ Hạ tầng Xăng dầu,,UPCOM,STOCK,4,2357,Xây dựng
PLC,Tổng Công ty Hóa dầu Petrolimex - CTCP,,HNX,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
PLE,CTCP Tư vấn Xây dựng Petrolimex,,UPCOM,STOCK,4,2357,Xây dựng
PLO,CTCP Kho Vận Petec,,UPCOM,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
PLP,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,,HOSE,STOCK,4,1353,"Nhựa, cao su & sợi"
PLX,Tập đoàn Xăng Dầu Việt Nam,,HOSE,STOCK,4,0533,Sản xuất và Khai thác dầu khí
PMB,CTCP Phân bón và Hóa chất Dầu khí Miền Bắc,,HNX,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
PMC,CTCP Dược phẩm Dược liệu Pharmedic,,HNX,STOCK,4,4577,Dược phẩm
PMG,CTCP Đầu tư và Sản xuất Petro Miền Trung,,HOSE,STOCK,4,7573,Phân phối xăng dầu & khí đốt
PMJ,CTCP Vật tư Bưu Điện,,UPCOM,STOCK,4,9578,Thiết bị viễn thông
PMP,CTCP Bao bì đạm Phú Mỹ,,HNX,STOCK,4,2723,Containers & Đóng gói
PMS,CTCP Cơ khí Xăng dầu,,HNX,STOCK,4,2757,Máy công nghiệp
PMT,CTCP Viễn thông TELVINA Việt Nam,,UPCOM,STOCK,4,9578,Thiết bị viễn thông
PMW,CTCP Cấp nước Phú Mỹ,,UPCOM,STOCK,4,7577,Nước
PNC,CTCP Văn hóa Phương Nam,,HOSE,STOCK,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
PND,CTCP Xăng dầu Dầu khí Nam Định,,UPCOM,STOCK,4,7573,Phân phối xăng dầu & khí đốt
PNG,CTCP Thương mại Phú Nhuận,,UPCOM,STOCK,4,5757,Nhà hàng và quán bar
PNJ,CTCP Vàng bạc Đá quý Phú Nhuận,,HOSE,STOCK,4,3767,Hàng cá nhân
PNP,CTCP Tân Cảng - Phú Hữu,,UPCOM,STOCK,4,2773,Vận tải Thủy
PNT,CTCP Kỹ thuật Xây dựng Phú Nhuận,,UPCOM,STOCK,4,2357,Xây dựng
POB,CTCP Xăng dầu Dầu khí Hưng Yên,,UPCOM,STOCK,4,7573,Phân phối xăng dầu & khí đốt
POM,CTCP Thép Pomina,,UPCOM,STOCK,4,1757,Thép và sản phẩm thép
POS,CTCP Vận hành và Xây lắp PTSC,,UPCOM,STOCK,4,0573,Thiết bị và Dịch vụ Dầu khí
POT,CTCP Thiết bị Bưu điện,,HNX,STOCK,4,9572,Phần cứng
POV,CTCP Xăng dầu Dầu khí Vũng Áng,,UPCOM,STOCK,4,7573,Phân phối xăng dầu & khí đốt
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,,HOSE,STOCK,4,7535,Sản xuất & Phân phối Điện
PPC,CTCP Nhiệt điện Phả Lại,,HOSE,STOCK,4,7535,Sản xuất & Phân phối Điện
PPE,CTCP Tư vấn đầu tư PP Enterprise,,HNX,STOCK,4,2791,Tư vấn & Hỗ trợ KD
PPH,Tổng Công ty cổ phần Phong Phú,,UPCOM,STOCK,4,3763,Hàng May mặc
PPI,CTCP Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương,,UPCOM,STOCK,4,8633,Bất động sản
PPP,CTCP Dược phẩm Phong Phú,,HNX,STOCK,4,4577,Dược phẩm
PPS,CTCP Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,,HNX,STOCK,4,2791,Tư vấn & Hỗ trợ KD
PPT,CTCP Petro Times,,HNX,STOCK,4,7573,Phân phối xăng dầu & khí đốt
PPY,CTCP Xăng dầu Dầu khí Phú Yên,,HNX,STOCK,4,7573,Phân phối xăng dầu & khí đốt
PQN,CTCP Dịch vụ Dầu khí Quảng Ngãi PTSC,,UPCOM,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
PRC,CTCP Logistics Portserco,,HNX,STOCK,4,2779,Dịch vụ vận tải
PRE,Tổng Công ty cổ phần Tái bảo hiểm Hà Nội,,HNX,STOCK,4,8538,Tái bảo hiểm
PRO,CTCP Procimex Việt Nam,,UPCOM,STOCK,4,3577,Thực phẩm
PRT,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - CTCP,,UPCOM,STOCK,4,8633,Bất động sản
PSB,CTCP Cảng Kỹ thuật PTSC Sao Mai,,UPCOM,STOCK,4,2357,Xây dựng
PSC,CTCP Vận tải và Dịch vụ Petrolimex Sài Gòn,,HNX,STOCK,4,2779,Dịch vụ vận tải
PSD,CTCP Dịch vụ Phân phối Tổng hợp Dầu khí,,HNX,STOCK,4,5379,Phân phối hàng chuyên dụng
PSE,CTCP Phân Bón và Hóa Chất Dầu khí Đông Nam Bộ,,HNX,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
PSH,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,,UPCOM,STOCK,4,7573,Phân phối xăng dầu & khí đốt
PSI,CTCP Chứng khoán Dầu khí,,HNX,STOCK,4,8777,Môi giới chứng khoán
PSL,CTCP Chăn nuôi Phú Sơn,,UPCOM,STOCK,4,3573,Nuôi trồng nông & hải sản
PSN,CTCP Dịch Vụ Kỹ Thuật PTSC Thanh Hóa,,UPCOM,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
PSP,CTCP Cảng Dịch vụ Dầu khí Đình Vũ,,UPCOM,STOCK,4,2779,Dịch vụ vận tải
PSW,CTCP Phân bón và Hóa chất Dầu khí Tây Nam Bộ,,HNX,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
PTB,CTCP Phú Tài,,HOSE,STOCK,4,1733,Lâm sản và Chế biến gỗ
PTC,CTCP Đầu Tư Icapital,,HOSE,STOCK,4,2357,Xây dựng
PTD,CTCP Thiết kế Xây dựng Thương mại Phúc Thịnh,,HNX,STOCK,4,2357,Xây dựng
PTE,CTCP Xi măng Phú Thọ,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
PTG,CTCP May Xuất khẩu Phan Thiết,,UPCOM,STOCK,4,3763,Hàng May mặc
PTH,CTCP Vận tải và Dịch vụ Petrolimex Hà Tây,,UPCOM,STOCK,4,7573,Phân phối xăng dầu & khí đốt
PTI,Tổng Công ty cổ phần Bảo hiểm Bưu điện,,HNX,STOCK,4,8536,Bảo hiểm phi nhân thọ
PTL,CTCP Victory Group,,HOSE,STOCK,4,8633,Bất động sản
PTM,CTCP Sản xuất Thương mại và Dịch vụ Ô tô PTM,,UPCOM,STOCK,4,3353,Sản xuất ô tô
PTO,CTCP Dịch vụ - Xây dựng Công trình Bưu Điện,,UPCOM,STOCK,4,2357,Xây dựng
PTP,CTCP PTP,,UPCOM,STOCK,4,6535,Viễn thông cố định
PTS,CTCP Vận tải và Dịch vụ Petrolimex Hải Phòng,,HNX,STOCK,4,2779,Dịch vụ vận tải
PTT,CTCP Vận tải Dầu khí Đông Dương,,UPCOM,STOCK,4,2779,Dịch vụ vận tải
PTV,CTCP Thương mại Dầu khí,,UPCOM,STOCK,4,0573,Thiết bị và Dịch vụ Dầu khí
PTX,CTCP Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,,HNX,STOCK,4,7573,Phân phối xăng dầu & khí đốt
PV2,CTCP Genea Capital,,HNX,STOCK,4,8633,Bất động sản
PVB,CTCP Bọc ống Dầu khí Việt Nam,,HNX,STOCK,4,0573,Thiết bị và Dịch vụ Dầu khí
PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,,HNX,STOCK,4,0573,Thiết bị và Dịch vụ Dầu khí
PVD,Tổng Công ty cổ phần Khoan và Dịch vụ khoan Dầu khí,,HOSE,STOCK,4,0573,Thiết bị và Dịch vụ Dầu khí
PVE,Tổng Công ty Tư vấn thiết kế Dầu khí - CTCP,,UPCOM,STOCK,4,0573,Thiết bị và Dịch vụ Dầu khí
PVG,CTCP Kinh doanh LPG Việt Nam,,HNX,STOCK,4,7573,Phân phối xăng dầu & khí đốt
PVH,CTCP Xây lắp Dầu khí Thanh Hóa,,UPCOM,STOCK,4,2357,Xây dựng
PVI,CTCP PVI,,HNX,STOCK,4,8536,Bảo hiểm phi nhân thọ
PVL,CTCP Địa ốc Dầu khí,,UPCOM,STOCK,4,8633,Bất động sản
PVM,CTCP Máy - Thiết bị Dầu khí,,UPCOM,STOCK,4,2797,Nhà cung cấp thiết bị
PVO,CTCP Dầu nhờn PV Oil,,UPCOM,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
PVP,CTCP Vận tải Dầu khí Thái Bình Dương,,HOSE,STOCK,4,2779,Dịch vụ vận tải
PVR,CTCP Đầu tư PVR Hà Nội,,UPCOM,STOCK,4,8633,Bất động sản
PVS,Tổng Công ty cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,,HNX,STOCK,4,0573,Thiết bị và Dịch vụ Dầu khí
PVT,Tổng Công ty cổ phần Vận tải Dầu khí,,HOSE,STOCK,4,2773,Vận tải Thủy
PVV,CTCP Vinaconex 39,,UPCOM,STOCK,4,2357,Xây dựng
PVX,Tổng Công ty cổ phần Xây lắp Dầu khí Việt Nam,,UPCOM,STOCK,4,2357,Xây dựng
PVY,CTCP Chế tạo Giàn khoan Dầu khí,,UPCOM,STOCK,4,2357,Xây dựng
PWA,CTCP Bất động sản Dầu khí,,UPCOM,STOCK,4,8633,Bất động sản
PWS,CTCP Cấp thoát nước Phú Yên,,UPCOM,STOCK,4,7577,Nước
PXA,CTCP Đầu tư và Thương mại Dầu khí Nghệ An,,UPCOM,STOCK,4,8633,Bất động sản
PXI,CTCP Xây dựng Công nghiệp và Dân dụng Dầu khí,,UPCOM,STOCK,4,2357,Xây dựng
PXL,CTCP Đầu tư Khu Công nghiệp Dầu khí Long Sơn,,UPCOM,STOCK,4,8633,Bất động sản
PXM,CTCP Xây lắp Dầu khí Miền Trung,,UPCOM,STOCK,4,2357,Xây dựng
PXS,CTCP Kết cấu Kim loại và Lắp máy Dầu khí,,UPCOM,STOCK,4,2357,Xây dựng
PXT,CTCP Xây lắp Đường ống Bể chứa Dầu khí,,UPCOM,STOCK,4,2357,Xây dựng
QBS,CTCP Xuất nhập khẩu Quảng Bình,,UPCOM,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
QCC,CTCP Đầu tư Xây dựng và Phát triển Hạ tầng Viễn thông,,UPCOM,STOCK,4,2357,Xây dựng
QCG,CTCP Quốc Cường Gia Lai,,HOSE,STOCK,4,8633,Bất động sản
QHD,CTCP Que hàn điện Việt Đức,,HNX,STOCK,4,2727,Công nghiệp phức hợp
QHW,CTCP Nước khoáng Quảng Ninh,,UPCOM,STOCK,4,3537,Đồ uống & giải khát
QNC,CTCP Xi măng và Xây dựng Quảng Ninh,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
QNP,CTCP Cảng Quy Nhơn,,HOSE,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
QNS,CTCP Đường Quảng Ngãi,,UPCOM,STOCK,4,3577,Thực phẩm
QNT,CTCP Tư vấn và Đầu tư Phát triển Quảng Nam,,UPCOM,STOCK,4,2357,Xây dựng
QNU,CTCP Môi trường Đô thị Quảng Nam,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
QNW,CTCP Cấp thoát nước và Xây dựng Quảng Ngãi,,UPCOM,STOCK,4,7577,Nước
QPH,CTCP Thủy điện Quế Phong,,UPCOM,STOCK,4,7535,Sản xuất & Phân phối Điện
QSP,CTCP Tân Cảng Quy Nhơn,,UPCOM,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
QST,CTCP Sách và Thiết bị Trường học Quảng Ninh,,HNX,STOCK,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
QTC,CTCP Công trình Giao thông Vận tải Quảng Nam,,HNX,STOCK,4,2357,Xây dựng
QTP,CTCP Nhiệt điện Quảng Ninh,,UPCOM,STOCK,4,7535,Sản xuất & Phân phối Điện
RAL,CTCP Bóng đèn Phích nước Rạng Đông,,HOSE,STOCK,4,3726,Thiết bị gia dụng
RAT,CTCP Vận tải và Thương mại Đường sắt,,UPCOM,STOCK,4,2779,Dịch vụ vận tải
RBC,CTCP Công nghiệp và Xuất nhập khẩu Cao su,,UPCOM,STOCK,4,1353,"Nhựa, cao su & sợi"
RCC,CTCP Tổng Công ty Công trình Đường sắt Việt Nam,,UPCOM,STOCK,4,2357,Xây dựng
RCL,CTCP Địa ốc Chợ Lớn,,HNX,STOCK,4,8633,Bất động sản
REE,CTCP Cơ Điện Lạnh,,HOSE,STOCK,4,7535,Sản xuất & Phân phối Điện
RGG,CTCP Regal Group,,UPCOM,STOCK,4,8633,Bất động sản
RIC,CTCP Quốc tế Hoàng Gia,,UPCOM,STOCK,4,5755,Dịch vụ giải trí
RTB,CTCP Cao su Tân Biên,,UPCOM,STOCK,4,1353,"Nhựa, cao su & sợi"
RYG,CTCP Sản xuất và Đầu tư Hoàng Gia,,HOSE,STOCK,4,2353,Vật liệu xây dựng & Nội thất
S12,CTCP Sông Đà 12,,UPCOM,STOCK,4,2357,Xây dựng
S4A,CTCP Thủy điện Sê San 4A,,HOSE,STOCK,4,7535,Sản xuất & Phân phối Điện
S55,CTCP Sông Đà 505,,HNX,STOCK,4,2357,Xây dựng
S72,CTCP Sông Đà 7.02,,UPCOM,STOCK,4,2357,Xây dựng
S74,CTCP Sông Đà 7.04,,UPCOM,STOCK,4,2357,Xây dựng
S99,CTCP SCI,,HNX,STOCK,4,2357,Xây dựng
SAB,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Sài Gòn,,HOSE,STOCK,4,3533,Sản xuất bia
SAC,CTCP Xếp dỡ và Dịch vụ Cảng Sài Gòn,,UPCOM,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
SAF,CTCP Lương thực Thực phẩm Safoco,,HNX,STOCK,4,3577,Thực phẩm
